Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP516,Seasonal Steals,Email,2022-12-12,2024-08-07,10932.8,8713.6,1064,2849.904,8490.096,Bacău,25-34,Male
CMP517,Cart to Couch,Social Media,2023-02-13,2024-10-12,32827.2,22163.2,10700.8,4269.472,5386.176,Baia Mare,25-34,Male
CMP518,Wishlist Wonders,Email,2022-07-09,2024-03-21,50972.8,28118.4,11956.8,6061.696,17021.232,Suceava,55+,Female
CMP519,Wishlist Wonders,Email,2022-06-16,2024-02-28,43286.4,9139.2,1707.2,3572.192,4623.696,Suceava,45-54,Male
CMP520,Cart to Couch,Social Media,2022-05-22,2024-01-30,55976,28814.4,26966.4,4799.792,8947.536,Galați,25-34,Male
CMP521,Seasonal Steals,Influencer Marketing,2022-06-05,2024-02-08,36835.2,31961.6,659.2,1631.008,3132.512,Baia Mare,35-44,Male
CMP522,Cart to Couch,Email,2022-11-16,2024-08-06,73734.4,66128,65779.2,5080.48,12370.592,Galați,55+,Male
CMP523,Seasonal Steals,Influencer Marketing,2022-08-06,2024-04-06,64665.6,21608,20243.2,2304.304,5386.816,Baia Mare,18-24,Male
CMP524,Shop & Share,Paid Ads,2022-07-21,2024-03-16,7091.2,4670.4,1092.8,7632.448,13068.848,Târgu Mureș,55+,Male
CMP525,Deal of the Day,Paid Ads,2022-08-28,2024-05-03,12148.8,9148.8,364.8,2534.944,7364.08,Bacău,45-54,Male
CMP526,Seasonal Steals,Paid Ads,2023-02-01,2024-09-24,40291.2,30516.8,25841.6,6278.8,23918.528,Târgu Mureș,35-44,Female
CMP527,Seasonal Steals,Influencer Marketing,2022-11-12,2024-07-26,21286.4,21278.4,3920,6097.344,9927.28,Galați,45-54,Male
CMP528,Deal of the Day,Social Media,2023-02-23,2024-10-26,43953.6,39204.8,20100.8,3271.632,8969.36,Baia Mare,55+,Male
CMP529,Shop & Share,Paid Ads,2022-09-17,2024-05-19,16520,12073.6,2910.4,5366.88,20452.432,Târgu Mureș,18-24,Male
CMP530,Shop & Share,Email,2022-08-23,2024-05-11,77625.6,62516.8,58939.2,1357.104,1796.112,Galați,45-54,Male
CMP531,Flash Sale Frenzy,Influencer Marketing,2022-09-30,2024-06-11,53294.4,50120,44817.6,6916.576,17359.92,Târgu Mureș,18-24,Female
CMP532,Wishlist Wonders,Influencer Marketing,2022-06-12,2024-02-20,36726.4,24368,6681.6,6886.8,21294.4,Suceava,45-54,Male
CMP533,Deal of the Day,Social Media,2022-05-30,2024-02-03,70494.4,65129.6,19211.2,5524.352,12728.032,Bacău,55+,Male
CMP534,Wishlist Wonders,Paid Ads,2022-12-28,2024-09-18,53980.8,18601.6,6904,2390.096,8349.84,Suceava,18-24,Male
CMP535,Seasonal Steals,Email,2022-07-05,2024-03-17,46966.4,25660.8,18854.4,3491.088,10283.136,Suceava,55+,Male
CMP536,Wishlist Wonders,Paid Ads,2022-11-06,2024-06-30,62892.8,60550.4,12526.4,6441.168,25714.864,Târgu Mureș,55+,Female
CMP537,Cart to Couch,Paid Ads,2022-10-09,2024-06-09,21366.4,6550.4,232,6396.768,16193.92,Bacău,45-54,Male
CMP538,Shop & Share,Social Media,2023-01-15,2024-09-29,18793.6,3420.8,587.2,5513.168,19853.28,Târgu Mureș,45-54,Female
CMP539,Cart to Couch,Paid Ads,2022-06-29,2024-03-02,13291.2,12265.6,996.8,1367.2,4462.592,Târgu Mureș,25-34,Male
CMP540,Deal of the Day,Social Media,2022-11-04,2024-07-14,38339.2,31772.8,24166.4,3110.208,5200.608,Galați,18-24,Male
CMP541,Wishlist Wonders,Social Media,2022-11-18,2024-08-02,60633.6,24923.2,11601.6,6871.2,24325.952,Târgu Mureș,25-34,Male
CMP542,Seasonal Steals,Social Media,2022-10-09,2024-06-02,36523.2,23856,13521.6,1082.96,1758.832,Bacău,25-34,Male
CMP543,Wishlist Wonders,Paid Ads,2023-02-25,2024-10-24,4963.2,2713.6,508.8,3801.568,5607.072,Galați,18-24,Female
CMP544,Wishlist Wonders,Influencer Marketing,2022-10-07,2024-06-27,27910.4,20302.4,15867.2,3896.512,11062.032,Bacău,55+,Female
CMP545,Shop & Share,Influencer Marketing,2022-09-06,2024-04-30,11809.6,4376,153.6,7867.648,18888.176,Suceava,25-34,Male
CMP546,Shop & Share,Social Media,2022-09-08,2024-05-10,58115.2,51961.6,24939.2,2203.664,3805.76,Galați,35-44,Male
CMP547,Cart to Couch,Social Media,2022-12-15,2024-08-07,64742.4,1166.4,424,4639.856,14786.576,Bacău,25-34,Male
CMP548,Flash Sale Frenzy,Paid Ads,2022-08-25,2024-05-01,49310.4,15350.4,10459.2,745.408,1884.512,Suceava,25-34,Male
CMP549,Wishlist Wonders,Paid Ads,2022-10-08,2024-06-24,41046.4,31940.8,9705.6,1327.152,4825.456,Suceava,25-34,Male
CMP550,Wishlist Wonders,Social Media,2022-12-01,2024-07-31,47635.2,27977.6,24046.4,1948.528,6809.76,Bacău,45-54,Male
CMP551,Flash Sale Frenzy,Email,2022-08-19,2024-04-11,59756.8,15096,19.2,4243.616,10724.72,Târgu Mureș,18-24,Male
CMP552,Seasonal Steals,Paid Ads,2022-05-20,2024-01-12,66888,13822.4,12428.8,4676.192,18247.408,Suceava,18-24,Female
CMP553,Shop & Share,Influencer Marketing,2022-05-29,2024-01-27,26326.4,12465.6,10670.4,481.664,953.6,Bacău,35-44,Male
CMP554,Cart to Couch,Paid Ads,2022-05-22,2024-01-25,73331.2,36377.6,13307.2,6032.352,20544.976,Târgu Mureș,55+,Female
CMP555,Cart to Couch,Influencer Marketing,2023-02-02,2024-09-30,43262.4,14931.2,4356.8,6792.64,13633.792,Târgu Mureș,45-54,Female
CMP556,Shop & Share,Email,2022-10-05,2024-06-17,35326.4,15737.6,10273.6,4945.136,18532.544,Bacău,45-54,Male
CMP557,Flash Sale Frenzy,Email,2022-05-15,2024-02-02,57065.6,35915.2,14595.2,4170.784,12920.944,Galați,45-54,Female
CMP558,Seasonal Steals,Influencer Marketing,2022-10-07,2024-06-18,73995.2,5816,233.6,368.576,528.544,Bacău,18-24,Female
CMP559,Cart to Couch,Email,2022-08-10,2024-04-21,2556.8,2412.8,1184,5596,18607.392,Bacău,18-24,Female
CMP560,Deal of the Day,Influencer Marketing,2022-08-13,2024-04-30,7056,1089.6,756.8,2111.488,5440.88,Târgu Mureș,18-24,Male
CMP561,Wishlist Wonders,Influencer Marketing,2022-09-25,2024-06-11,73384,54505.6,36932.8,7224.64,22140.448,Bacău,18-24,Female
CMP562,Deal of the Day,Paid Ads,2022-11-14,2024-08-05,36534.4,11995.2,716.8,1455.984,3688.688,Galați,35-44,Male
CMP563,Flash Sale Frenzy,Paid Ads,2022-08-09,2024-04-18,31396.8,23070.4,18212.8,3138.096,6320.032,Suceava,25-34,Male
CMP564,Cart to Couch,Paid Ads,2022-07-07,2024-03-26,64032,61481.6,10681.6,3353.088,9711.552,Bacău,35-44,Male
CMP565,Flash Sale Frenzy,Email,2022-12-29,2024-09-17,65974.4,46536,18310.4,7021.76,19047.568,Galați,25-34,Male
CMP566,Cart to Couch,Email,2022-05-26,2024-01-18,3724.8,3177.6,339.2,6262.416,10397.808,Suceava,18-24,Female
CMP567,Shop & Share,Paid Ads,2023-02-14,2024-10-29,44934.4,3985.6,3835.2,7248.512,18160.72,Târgu Mureș,35-44,Female
CMP568,Wishlist Wonders,Paid Ads,2022-12-09,2024-08-10,67120,9622.4,8608,949.6,2681.392,Bacău,25-34,Male
CMP569,Deal of the Day,Paid Ads,2022-12-30,2024-09-13,33728,12801.6,10374.4,4801.632,9254.608,Suceava,25-34,Male
CMP570,Deal of the Day,Influencer Marketing,2022-07-10,2024-03-28,27374.4,3684.8,3460.8,2111.312,8166.4,Târgu Mureș,25-34,Male
CMP571,Deal of the Day,Email,2022-05-31,2024-01-25,79508.8,10715.2,2904,6308.56,13918.56,Bacău,45-54,Male
CMP572,Cart to Couch,Social Media,2022-09-24,2024-06-12,48606.4,2841.6,2428.8,2840.336,11186.912,Baia Mare,18-24,Female
CMP573,Flash Sale Frenzy,Influencer Marketing,2022-09-07,2024-05-13,24014.4,9772.8,8556.8,3723.824,11447.936,Bacău,45-54,Male
CMP574,Deal of the Day,Paid Ads,2022-10-20,2024-06-24,47043.2,34278.4,1302.4,4958.656,11409.344,Bacău,25-34,Male
CMP575,Deal of the Day,Paid Ads,2022-08-11,2024-04-18,56667.2,47814.4,40953.6,3686.544,8736.192,Galați,45-54,Male
CMP576,Wishlist Wonders,Social Media,2022-05-24,2024-01-23,78457.6,16664,4918.4,1271.584,4714.064,Târgu Mureș,45-54,Male
CMP577,Seasonal Steals,Influencer Marketing,2022-10-11,2024-06-15,28580.8,22265.6,8907.2,2866.144,4591.328,Târgu Mureș,55+,Male
CMP578,Deal of the Day,Paid Ads,2023-03-01,2024-11-09,7756.8,238.4,137.6,4703.744,6696,Galați,55+,Male
CMP579,Deal of the Day,Social Media,2022-05-30,2024-02-18,29574.4,6908.8,2796.8,2945.968,11156.64,Suceava,25-34,Female
CMP580,Seasonal Steals,Paid Ads,2022-12-23,2024-08-19,10435.2,7844.8,4716.8,7442.16,11672.448,Suceava,35-44,Male
CMP581,Cart to Couch,Influencer Marketing,2022-11-12,2024-07-11,20115.2,7475.2,6568,6405.552,18610.224,Suceava,45-54,Male
CMP582,Wishlist Wonders,Paid Ads,2022-11-01,2024-06-28,52579.2,8243.2,7880,504.992,1866.64,Suceava,45-54,Male
CMP583,Flash Sale Frenzy,Influencer Marketing,2022-12-03,2024-07-27,78604.8,59464,41614.4,338.432,1218.736,Târgu Mureș,55+,Female
CMP584,Wishlist Wonders,Influencer Marketing,2022-06-21,2024-03-08,5579.2,2048,969.6,2533.008,4315.36,Suceava,35-44,Female
CMP585,Deal of the Day,Social Media,2022-10-01,2024-06-15,35622.4,19496,4585.6,1336.192,5298.624,Bacău,55+,Male
CMP586,Wishlist Wonders,Paid Ads,2023-01-25,2024-10-12,52876.8,6836.8,1654.4,551.456,2103.808,Baia Mare,25-34,Male
CMP587,Wishlist Wonders,Email,2023-02-06,2024-10-14,66576,7257.6,1838.4,3043.536,3849.648,Târgu Mureș,55+,Male
CMP588,Seasonal Steals,Social Media,2022-06-21,2024-02-12,48296,21472,7190.4,1934.816,5266.496,Bacău,35-44,Male
CMP589,Cart to Couch,Email,2023-02-02,2024-10-08,27350.4,1340.8,190.4,6970.416,20544.16,Baia Mare,45-54,Female
CMP590,Deal of the Day,Email,2022-09-23,2024-06-08,50572.8,37582.4,20268.8,5281.92,8696.368,Bacău,35-44,Female
CMP591,Seasonal Steals,Social Media,2023-01-24,2024-09-18,76459.2,47272,10160,4450.816,8475.92,Galați,18-24,Female
CMP592,Shop & Share,Social Media,2022-12-01,2024-08-17,24260.8,12897.6,6841.6,4297.552,8296.272,Galați,55+,Female
CMP593,Cart to Couch,Email,2022-12-06,2024-07-31,78774.4,18761.6,9460.8,6215.328,13591.568,Târgu Mureș,25-34,Male
CMP594,Flash Sale Frenzy,Social Media,2022-12-13,2024-08-31,49697.6,20097.6,6891.2,1814.784,3931.12,Bacău,45-54,Female
CMP595,Cart to Couch,Influencer Marketing,2022-06-17,2024-02-17,44283.2,20433.6,16508.8,1879.488,4515.648,Galați,25-34,Male
CMP596,Cart to Couch,Influencer Marketing,2023-01-08,2024-09-14,50025.6,47075.2,14382.4,5438.4,16682.784,Baia Mare,55+,Female
CMP597,Deal of the Day,Email,2022-11-02,2024-07-02,62193.6,52016,21488,1460.992,1969.152,Târgu Mureș,35-44,Male
CMP598,Shop & Share,Paid Ads,2022-09-14,2024-05-09,67654.4,60953.6,54105.6,6103.232,13748.464,Galați,35-44,Male
CMP599,Shop & Share,Social Media,2022-12-04,2024-08-25,9417.6,8187.2,4507.2,1973.696,4285.04,Galați,18-24,Female
CMP600,Wishlist Wonders,Influencer Marketing,2023-01-05,2024-09-07,30297.6,13033.6,2142.4,193.552,699.712,Baia Mare,55+,Male
CMP601,Wishlist Wonders,Influencer Marketing,2022-11-20,2024-08-03,48833.6,46441.6,34593.6,432.752,732.16,Bacău,45-54,Male
CMP602,Cart to Couch,Influencer Marketing,2022-12-23,2024-09-12,19232,6916.8,4961.6,2413.584,5527.6,Baia Mare,45-54,Female
CMP603,Deal of the Day,Social Media,2022-09-04,2024-05-11,74945.6,22758.4,388.8,5590.32,6868.576,Baia Mare,55+,Female
CMP604,Wishlist Wonders,Influencer Marketing,2022-10-26,2024-06-23,7739.2,5251.2,4955.2,6917.488,17227.552,Suceava,55+,Male
CMP605,Shop & Share,Email,2023-02-23,2024-10-20,47798.4,22360,18488,228.816,690.304,Galați,55+,Male
CMP606,Cart to Couch,Social Media,2022-06-10,2024-02-09,51528,3718.4,1126.4,1793.536,4850.784,Baia Mare,45-54,Male
CMP607,Seasonal Steals,Email,2022-08-03,2024-04-14,66640,63190.4,46798.4,6808.848,15655.056,Baia Mare,35-44,Male
CMP608,Cart to Couch,Email,2023-02-06,2024-10-09,9892.8,3185.6,3172.8,492.112,1847.808,Suceava,45-54,Female
CMP609,Wishlist Wonders,Influencer Marketing,2023-02-26,2024-11-01,75227.2,60104,56713.6,6119.936,8622.048,Bacău,25-34,Female
CMP610,Wishlist Wonders,Email,2022-07-26,2024-04-13,6395.2,841.6,723.2,6591.936,12072.608,Bacău,35-44,Male
CMP611,Cart to Couch,Influencer Marketing,2023-01-29,2024-10-08,5278.4,3059.2,596.8,7612.944,24034.176,Târgu Mureș,18-24,Male
CMP612,Seasonal Steals,Influencer Marketing,2023-01-14,2024-09-22,70284.8,43523.2,11120,1035.36,3716.64,Târgu Mureș,25-34,Male
CMP613,Cart to Couch,Influencer Marketing,2022-08-07,2024-04-22,73761.6,25792,24803.2,4648.48,10043.952,Suceava,25-34,Male
CMP614,Deal of the Day,Influencer Marketing,2022-05-31,2024-02-02,16566.4,5376,1188.8,7623.68,19969.84,Suceava,18-24,Male
CMP615,Deal of the Day,Influencer Marketing,2022-06-21,2024-02-14,11435.2,752,144,4725.328,13056.16,Baia Mare,45-54,Male
CMP616,Shop & Share,Paid Ads,2023-01-02,2024-09-18,14152,7579.2,7424,6848.768,20385.6,Baia Mare,55+,Male
CMP617,Seasonal Steals,Social Media,2022-05-25,2024-02-06,50417.6,48544,38827.2,6603.376,18019.664,Baia Mare,45-54,Female
CMP618,Cart to Couch,Social Media,2022-11-15,2024-07-21,29324.8,11240,3873.6,2217.184,6623.024,Bacău,45-54,Male
CMP619,Cart to Couch,Email,2022-11-05,2024-07-01,53280,14371.2,9627.2,7992.704,22944.096,Târgu Mureș,55+,Female
CMP620,Flash Sale Frenzy,Influencer Marketing,2022-12-26,2024-08-18,43267.2,23708.8,6939.2,2028.688,3229.872,Galați,55+,Male
CMP621,Cart to Couch,Influencer Marketing,2023-02-15,2024-10-24,61040,21395.2,21392,2866.528,7534.4,Târgu Mureș,18-24,Male
CMP622,Wishlist Wonders,Paid Ads,2023-02-03,2024-09-30,27355.2,24390.4,6043.2,2654.688,4073.92,Suceava,18-24,Male
CMP623,Wishlist Wonders,Email,2022-11-07,2024-07-24,61400,14126.4,1406.4,4056.288,14281.152,Suceava,25-34,Female
CMP624,Wishlist Wonders,Paid Ads,2022-07-20,2024-04-03,66080,45185.6,17622.4,5524.592,12748.928,Bacău,18-24,Female
CMP625,Flash Sale Frenzy,Paid Ads,2022-06-11,2024-02-19,25992,13489.6,7430.4,1725.264,3232.48,Târgu Mureș,55+,Female
CMP626,Flash Sale Frenzy,Influencer Marketing,2022-12-12,2024-08-12,77516.8,32158.4,4406.4,3541.488,12685.616,Bacău,35-44,Male
CMP627,Flash Sale Frenzy,Influencer Marketing,2022-05-19,2024-01-29,65166.4,19340.8,4035.2,2040,6681.792,Galați,45-54,Male
CMP628,Seasonal Steals,Paid Ads,2022-09-03,2024-04-28,71761.6,39147.2,25500.8,2274,3706.592,Baia Mare,55+,Male
CMP629,Cart to Couch,Email,2022-10-16,2024-06-30,54220.8,44814.4,43588.8,7394.496,21912.592,Suceava,25-34,Female
CMP630,Shop & Share,Social Media,2022-10-01,2024-06-10,51761.6,32537.6,6310.4,7819.584,20090.864,Baia Mare,25-34,Male
CMP631,Shop & Share,Email,2022-10-17,2024-06-27,17262.4,5505.6,2284.8,3444.016,9100.288,Galați,55+,Male
CMP632,Seasonal Steals,Influencer Marketing,2023-01-01,2024-08-26,14865.6,12812.8,9662.4,4096.032,15717.824,Baia Mare,18-24,Female
CMP633,Seasonal Steals,Influencer Marketing,2023-02-28,2024-10-29,38851.2,15032,7126.4,5416.496,15555.92,Târgu Mureș,18-24,Male
CMP634,Wishlist Wonders,Paid Ads,2023-02-11,2024-10-26,34542.4,33427.2,5947.2,6491.168,9072.336,Bacău,25-34,Female
CMP635,Seasonal Steals,Influencer Marketing,2022-08-23,2024-05-14,30164.8,25083.2,19644.8,3813.152,12250.224,Bacău,55+,Female
CMP636,Flash Sale Frenzy,Email,2023-02-12,2024-10-19,34304,30297.6,1403.2,3539.328,5777.008,Galați,45-54,Female
CMP637,Flash Sale Frenzy,Paid Ads,2022-08-01,2024-03-31,48425.6,8689.6,5187.2,2440.8,8182.144,Suceava,35-44,Male
CMP638,Deal of the Day,Paid Ads,2022-05-11,2024-01-24,69713.6,64166.4,56886.4,6011.056,11669.264,Târgu Mureș,55+,Female
CMP639,Flash Sale Frenzy,Social Media,2022-11-06,2024-07-16,73529.6,46811.2,44409.6,221.152,792.48,Galați,18-24,Male
CMP640,Shop & Share,Paid Ads,2022-12-03,2024-08-13,2396.8,2118.4,24,6734.416,24683.776,Târgu Mureș,35-44,Male
CMP641,Seasonal Steals,Paid Ads,2022-11-12,2024-07-08,63214.4,47624,37088,6672.608,14139.744,Târgu Mureș,25-34,Female
CMP642,Cart to Couch,Social Media,2022-07-10,2024-03-18,5524.8,3953.6,286.4,3338.528,7653.152,Târgu Mureș,18-24,Female
CMP643,Flash Sale Frenzy,Paid Ads,2022-07-12,2024-03-05,44187.2,6260.8,3886.4,3945.728,6989.072,Târgu Mureș,25-34,Male
CMP644,Shop & Share,Influencer Marketing,2023-01-31,2024-10-07,67097.6,65304,1310.4,5953.136,10726.24,Baia Mare,35-44,Male
CMP645,Cart to Couch,Influencer Marketing,2022-12-27,2024-09-08,42292.8,3985.6,2275.2,5942.208,9443.504,Bacău,25-34,Male
CMP646,Wishlist Wonders,Email,2022-09-01,2024-05-18,55433.6,41224,29323.2,6865.936,21598.944,Galați,35-44,Male
CMP647,Flash Sale Frenzy,Email,2022-09-26,2024-06-04,62881.6,18958.4,8939.2,7683.92,13395.872,Târgu Mureș,55+,Male
CMP648,Flash Sale Frenzy,Paid Ads,2022-06-22,2024-02-27,10696,1635.2,425.6,2209.36,4492.128,Galați,18-24,Female
CMP649,Shop & Share,Email,2023-02-07,2024-10-16,16958.4,5902.4,1425.6,1836.192,2356.016,Suceava,35-44,Female
CMP650,Seasonal Steals,Paid Ads,2022-05-27,2024-01-23,5804.8,3148.8,2580.8,3167.952,11698.48,Bacău,18-24,Male
CMP651,Wishlist Wonders,Email,2022-08-10,2024-04-16,68132.8,65432,55328,1884.688,3536.048,Galați,55+,Male
CMP652,Shop & Share,Email,2022-06-15,2024-02-16,20270.4,9515.2,2657.6,1892.352,4825.424,Suceava,45-54,Male
CMP653,Seasonal Steals,Paid Ads,2022-06-21,2024-02-18,77198.4,14064,3728,5737.92,19601.568,Bacău,18-24,Male
CMP654,Wishlist Wonders,Social Media,2022-10-22,2024-06-15,60614.4,40940.8,26486.4,4317.584,11910.384,Suceava,25-34,Female
CMP655,Flash Sale Frenzy,Influencer Marketing,2022-07-25,2024-03-30,21785.6,3126.4,2952,3274.928,11451.92,Târgu Mureș,55+,Female
CMP656,Cart to Couch,Social Media,2022-10-21,2024-06-13,43844.8,19748.8,5017.6,6014.656,13354.544,Galați,25-34,Female
CMP657,Seasonal Steals,Email,2022-10-04,2024-06-23,72400,60358.4,14473.6,2053.344,6223.696,Târgu Mureș,55+,Male
CMP658,Shop & Share,Paid Ads,2022-12-29,2024-08-22,51108.8,42246.4,33972.8,5957.952,7985.504,Baia Mare,35-44,Male
CMP659,Shop & Share,Paid Ads,2023-03-04,2024-10-26,21150.4,3788.8,2203.2,3319.888,9403.536,Suceava,25-34,Male
CMP660,Deal of the Day,Social Media,2022-12-05,2024-08-23,54136,47766.4,18793.6,4852.688,6072.096,Bacău,25-34,Female
CMP661,Deal of the Day,Paid Ads,2022-08-26,2024-05-10,34953.6,12203.2,6764.8,4089.984,11009.008,Bacău,55+,Female
CMP662,Flash Sale Frenzy,Influencer Marketing,2022-06-16,2024-02-17,7448,3713.6,1654.4,3739.296,7828.688,Suceava,55+,Male
CMP663,Flash Sale Frenzy,Social Media,2022-08-21,2024-05-08,34537.6,31222.4,1366.4,4968.384,19810.592,Târgu Mureș,55+,Male
CMP664,Wishlist Wonders,Email,2022-12-21,2024-08-20,19566.4,2680,905.6,7401.456,28543.984,Suceava,18-24,Female
CMP665,Shop & Share,Social Media,2022-05-16,2024-01-16,49388.8,10993.6,3665.6,3129.376,6969.536,Galați,55+,Male
CMP666,Flash Sale Frenzy,Paid Ads,2022-05-11,2024-01-25,32315.2,11976,4345.6,3799.424,11068.448,Galați,35-44,Female
CMP667,Shop & Share,Influencer Marketing,2022-06-08,2024-02-27,63393.6,39188.8,14435.2,377.328,840.48,Baia Mare,55+,Female
CMP668,Wishlist Wonders,Social Media,2022-09-11,2024-05-09,38331.2,27116.8,17382.4,791.696,1704.48,Bacău,55+,Male
CMP669,Deal of the Day,Social Media,2022-05-28,2024-01-19,62363.2,52862.4,31248,1642.128,2115.696,Târgu Mureș,18-24,Male
CMP670,Flash Sale Frenzy,Email,2023-02-06,2024-10-02,24488,17064,4081.6,3132.88,8485.808,Bacău,45-54,Male
CMP671,Flash Sale Frenzy,Social Media,2022-10-17,2024-06-23,37521.6,8963.2,1848,5694.56,19232.416,Bacău,35-44,Male
CMP672,Deal of the Day,Influencer Marketing,2022-11-21,2024-08-08,25276.8,1628.8,832,7490.016,26603.824,Suceava,55+,Male
CMP673,Seasonal Steals,Paid Ads,2022-08-12,2024-04-13,24313.6,16984,2315.2,2787.392,10156.32,Baia Mare,45-54,Male
CMP674,Wishlist Wonders,Social Media,2022-12-12,2024-08-16,8166.4,5489.6,38.4,5244.336,14464.032,Galați,18-24,Female
CMP675,Cart to Couch,Influencer Marketing,2023-02-03,2024-09-30,20728,865.6,228.8,3053.712,4642.544,Bacău,25-34,Female
CMP676,Seasonal Steals,Email,2023-01-14,2024-09-12,37894.4,5422.4,3904,5093.024,13628.336,Suceava,35-44,Female
CMP677,Flash Sale Frenzy,Email,2022-10-01,2024-06-14,38384,5257.6,678.4,1725.152,4408.608,Suceava,18-24,Female
CMP678,Shop & Share,Influencer Marketing,2022-08-28,2024-05-02,56443.2,50526.4,12646.4,1853.776,3637.184,Târgu Mureș,35-44,Male
CMP679,Flash Sale Frenzy,Paid Ads,2022-10-12,2024-06-27,75171.2,46686.4,9260.8,4518.784,7788.304,Galați,18-24,Female
CMP680,Flash Sale Frenzy,Email,2022-08-05,2024-04-22,39497.6,19827.2,18955.2,5432.272,10544.432,Bacău,55+,Male
CMP681,Shop & Share,Influencer Marketing,2022-10-25,2024-07-03,32481.6,12680,4459.2,5403.024,12436.688,Galați,25-34,Male
CMP682,Shop & Share,Influencer Marketing,2022-11-05,2024-07-01,43793.6,34254.4,32907.2,6699.936,21416.576,Suceava,45-54,Male
CMP683,Shop & Share,Paid Ads,2022-08-13,2024-04-05,72291.2,61188.8,54300.8,6809.232,18899.36,Bacău,25-34,Male
CMP684,Wishlist Wonders,Influencer Marketing,2022-06-19,2024-03-01,2811.2,2388.8,1300.8,1930.608,7611.776,Târgu Mureș,25-34,Female
CMP685,Seasonal Steals,Influencer Marketing,2023-01-01,2024-09-09,13620.8,3747.2,1980.8,1858.416,3298.24,Târgu Mureș,25-34,Female
CMP686,Flash Sale Frenzy,Paid Ads,2022-09-22,2024-06-03,30872,22008,9499.2,1537.456,5888.272,Suceava,18-24,Male
CMP687,Wishlist Wonders,Social Media,2022-09-11,2024-05-30,13654.4,5564.8,3987.2,7366.192,25123.792,Bacău,45-54,Female
CMP688,Seasonal Steals,Social Media,2022-09-12,2024-05-15,38563.2,14676.8,12155.2,4094.048,9802.848,Bacău,45-54,Female
CMP689,Wishlist Wonders,Social Media,2022-08-29,2024-05-09,39614.4,1828.8,937.6,5578.4,13538.704,Suceava,45-54,Male
CMP690,Deal of the Day,Paid Ads,2022-08-30,2024-05-09,72331.2,976,968,7688.864,29328.896,Bacău,35-44,Male
CMP691,Flash Sale Frenzy,Influencer Marketing,2022-11-07,2024-07-03,18769.6,3457.6,580.8,5576.96,8043.184,Galați,25-34,Male
CMP692,Cart to Couch,Social Media,2022-07-04,2024-03-16,71667.2,64915.2,61804.8,6044.176,7626.464,Galați,35-44,Male
CMP693,Flash Sale Frenzy,Influencer Marketing,2022-12-13,2024-08-20,69164.8,16528,13206.4,2249.504,4321.552,Galați,25-34,Female
CMP694,Flash Sale Frenzy,Email,2022-12-01,2024-08-12,45580.8,33009.6,16236.8,2024.336,7244.624,Baia Mare,25-34,Female
CMP695,Shop & Share,Social Media,2022-10-24,2024-07-13,77334.4,66948.8,42627.2,2245.136,4110.56,Suceava,45-54,Female
CMP696,Flash Sale Frenzy,Paid Ads,2022-08-12,2024-04-04,62456,8467.2,963.2,1808.672,5600.784,Galați,18-24,Female
CMP697,Deal of the Day,Influencer Marketing,2022-08-02,2024-04-20,5286.4,2524.8,1747.2,4848.496,10990.704,Baia Mare,25-34,Male
CMP698,Shop & Share,Paid Ads,2022-07-18,2024-04-07,8780.8,8721.6,4145.6,6904.032,24939.168,Galați,18-24,Female
CMP699,Wishlist Wonders,Influencer Marketing,2022-11-26,2024-07-22,43384,36201.6,25153.6,4975.664,9126.24,Suceava,18-24,Male
CMP700,Cart to Couch,Social Media,2022-05-29,2024-02-01,27585.6,1219.2,214.4,7274.992,23478.464,Baia Mare,18-24,Female
CMP701,Flash Sale Frenzy,Email,2022-12-28,2024-08-24,23105.6,22436.8,14292.8,7796.48,27091.584,Baia Mare,35-44,Male
CMP702,Shop & Share,Social Media,2022-12-08,2024-08-17,3796.8,3737.6,174.4,1457.184,4379.472,Bacău,55+,Male
CMP703,Cart to Couch,Social Media,2022-09-18,2024-06-05,9123.2,3523.2,168,5098.496,10270.096,Bacău,18-24,Male
CMP704,Shop & Share,Email,2023-01-08,2024-09-15,34155.2,10380.8,4518.4,5995.344,13627.104,Galați,55+,Male
CMP705,Shop & Share,Influencer Marketing,2022-09-05,2024-05-03,57574.4,50769.6,40865.6,5792.08,15626,Suceava,45-54,Male
CMP706,Wishlist Wonders,Social Media,2022-11-24,2024-07-30,36195.2,24681.6,10238.4,4502.848,6460.624,Târgu Mureș,18-24,Male
CMP707,Flash Sale Frenzy,Email,2022-09-22,2024-06-07,41142.4,15064,13616,2293.408,3738.704,Baia Mare,55+,Male
CMP708,Seasonal Steals,Paid Ads,2022-06-08,2024-02-14,78433.6,44548.8,27342.4,3368.72,11349.68,Târgu Mureș,18-24,Male
CMP709,Seasonal Steals,Influencer Marketing,2022-11-28,2024-08-16,6785.6,4915.2,3579.2,3457.984,5472.48,Galați,18-24,Male
CMP710,Flash Sale Frenzy,Influencer Marketing,2022-12-09,2024-08-26,27177.6,17265.6,1470.4,3176.832,5303.248,Târgu Mureș,35-44,Male
CMP711,Flash Sale Frenzy,Paid Ads,2023-02-21,2024-10-19,28091.2,26657.6,10571.2,2399.264,4899.472,Suceava,35-44,Female
